ans,contrast,shift,delay,figure
1.0,-1.0,14.076070529153968,0.7172601222991943,2.0
1.0,1.0,28.480480644179273,0.2463688850402832,2.0
-1.0,1.0,-44.46530519891459,0.20537090301513672,1.0
-1.0,1.0,-38.51252521525098,0.15080595016479492,2.0
-1.0,-1.0,3.051381332057921,0.22506403923034668,3.0
-1.0,-1.0,6.541839142173181,0.39232897758483887,2.0
-1.0,-1.0,-9.31361574120047,0.1918931007385254,3.0
1.0,1.0,11.4613675986953,0.15485405921936035,2.0
-1.0,1.0,36.42637232157864,0.2940549850463867,1.0
1.0,1.0,2.3276938209721107,0.16857600212097168,2.0
