ans,contrast,shift,delay,figure
-1.0,1.0,-3.0872483221476514,0.33028697967529297,3.0
1.0,-1.0,-10.87248322147651,0.2927360534667969,1.0
-1.0,-1.0,2.0134228187919447,0.6492869853973389,2.0
-1.0,-1.0,14.899328859060404,0.4203300476074219,2.0
1.0,1.0,10.87248322147651,0.4022839069366455,3.0
-1.0,1.0,-9.798657718120806,0.2742030620574951,3.0
1.0,-1.0,-14.093959731543624,0.29210400581359863,1.0
-1.0,-1.0,-15.436241610738255,0.24486494064331055,2.0
1.0,1.0,13.288590604026844,0.22022104263305664,2.0
-1.0,1.0,-3.355704697986578,0.1506340503692627,2.0
1.0,1.0,7.651006711409398,0.21085596084594727,3.0
-1.0,1.0,-3.624161073825505,0.27136898040771484,1.0
1.0,-1.0,1.2080536912751683,0.3009319305419922,2.0
1.0,-1.0,-0.9395973154362416,0.564565896987915,2.0
1.0,-1.0,10.604026845637584,0.20758605003356934,3.0
-1.0,-1.0,19.731543624161077,0.21108007431030273,1.0
1.0,1.0,11.946308724832214,0.21679997444152832,1.0
-1.0,-1.0,19.463087248322147,0.29744386672973633,1.0
1.0,1.0,14.630872483221474,0.22290492057800293,1.0
-1.0,-1.0,13.825503355704697,0.20588183403015137,2.0
1.0,-1.0,-13.02013422818792,0.2421879768371582,1.0
1.0,-1.0,20.0,0.31743597984313965,3.0
-1.0,-1.0,5.234899328859061,0.19392681121826172,1.0
-1.0,-1.0,6.308724832214764,0.16580486297607422,1.0
1.0,1.0,8.993288590604028,0.23354887962341309,1.0
-1.0,-1.0,12.214765100671144,0.33098387718200684,1.0
1.0,1.0,7.919463087248321,0.22168707847595215,1.0
1.0,-1.0,15.70469798657718,0.22324204444885254,3.0
1.0,-1.0,-4.429530201342281,0.24139189720153809,1.0
-1.0,1.0,-6.845637583892618,0.29123687744140625,1.0
1.0,-1.0,-13.288590604026846,0.28311610221862793,1.0
1.0,-1.0,-16.51006711409396,0.2866361141204834,2.0
1.0,-1.0,-19.731543624161073,0.21628594398498535,3.0
1.0,1.0,16.510067114093957,0.18636298179626465,1.0
-1.0,-1.0,15.436241610738257,0.5293259620666504,1.0
1.0,-1.0,13.557046979865774,0.20269417762756348,3.0
1.0,1.0,17.04697986577181,0.22324705123901367,3.0
1.0,1.0,6.040268456375838,0.216871976852417,3.0
-1.0,1.0,-7.651006711409396,0.15371394157409668,1.0
1.0,1.0,15.167785234899327,0.17658185958862305,2.0
-1.0,-1.0,3.892617449664428,0.2008647918701172,3.0
1.0,-1.0,18.926174496644293,0.24431180953979492,1.0
-1.0,1.0,-18.926174496644297,0.1751251220703125,2.0
-1.0,-1.0,-4.161073825503356,0.497967004776001,2.0
-1.0,1.0,-5.771812080536913,0.2743358612060547,1.0
1.0,1.0,9.798657718120804,0.18051695823669434,2.0
1.0,-1.0,-17.583892617449663,0.43409109115600586,3.0
1.0,-1.0,-15.70469798657718,0.19157814979553223,1.0
-1.0,-1.0,-11.946308724832214,0.18697500228881836,3.0
1.0,1.0,4.697986577181208,0.1748368740081787,3.0
1.0,-1.0,7.1140939597315445,0.18773698806762695,3.0
1.0,1.0,18.120805369127517,0.20344209671020508,1.0
-1.0,1.0,-12.751677852348994,0.23755788803100586,1.0
-1.0,1.0,-20.0,0.18411684036254883,1.0
1.0,-1.0,0.40268456375838824,0.43069911003112793,1.0
-1.0,1.0,-8.724832214765101,0.19808506965637207,1.0
-1.0,-1.0,-11.677852348993289,0.1991710662841797,3.0
-1.0,-1.0,-10.604026845637584,0.1728661060333252,3.0
