ans,contrast,shift,delay,figure
1.0,-1.0,1.402805611222444,0.7037489414215088,2.0
1.0,1.0,6.533066132264526,0.5343139171600342,2.0
1.0,1.0,12.705410821643284,0.45291590690612793,3.0
1.0,1.0,-13.827655310621243,0.5194728374481201,3.0
1.0,1.0,2.7655310621242464,0.5172250270843506,3.0
-1.0,1.0,-10.220440881763528,0.5607609748840332,1.0
-1.0,1.0,-6.212424849699399,0.5548179149627686,1.0
-1.0,-1.0,-15.991983967935873,0.4553828239440918,3.0
1.0,1.0,7.254509018036071,0.35502099990844727,1.0
1.0,-1.0,-2.8456913827655335,0.42465686798095703,3.0
1.0,1.0,1.7234468937875747,0.21622800827026367,3.0
1.0,-1.0,3.8076152304609217,0.43889689445495605,3.0
1.0,1.0,11.342685370741481,0.3076620101928711,2.0
1.0,1.0,15.831663326653306,0.2973010540008545,3.0
-1.0,1.0,-1.9639278557114253,0.20683908462524414,3.0
1.0,-1.0,-19.67935871743487,0.3492000102996826,3.0
1.0,1.0,15.751503006012022,0.5849099159240723,3.0
1.0,1.0,11.422845691382765,0.5408520698547363,2.0
1.0,1.0,15.591182364729455,0.6267991065979004,2.0
1.0,1.0,7.895791583166332,0.6744468212127686,3.0
-1.0,-1.0,-16.793587174348698,0.6010479927062988,3.0
1.0,1.0,8.937875751503004,0.2912631034851074,3.0
-1.0,-1.0,8.537074148296593,0.4962940216064453,2.0
1.0,1.0,1.5631262525050076,0.5490009784698486,2.0
1.0,1.0,1.9639278557114217,2.635462999343872,3.0
1.0,1.0,13.827655310621239,0.377918004989624,3.0
-1.0,-1.0,-7.414829659318638,0.46045613288879395,2.0
1.0,-1.0,13.667334669338679,0.22193479537963867,3.0
-1.0,1.0,-20.0,0.9439198970794678,1.0
1.0,-1.0,-13.266533066132265,0.2427818775177002,1.0
1.0,-1.0,19.919839679358716,0.4214780330657959,3.0
1.0,1.0,5.731462925851702,0.22724294662475586,3.0
1.0,1.0,-18.717434869739478,0.30028796195983887,3.0
-1.0,1.0,-0.36072144288577235,0.2624549865722656,2.0
1.0,1.0,17.354709418837672,0.16977691650390625,2.0
1.0,1.0,13.587174348697395,0.2042679786682129,2.0
1.0,-1.0,-15.671342685370742,0.1404421329498291,3.0
-1.0,-1.0,-12.384769539078157,0.23128795623779297,2.0
-1.0,1.0,-11.58316633266533,0.24432611465454102,2.0
1.0,1.0,7.3346693386773545,0.27695298194885254,2.0
1.0,-1.0,-12.224448897795591,0.366347074508667,1.0
-1.0,-1.0,14.228456913827657,0.3000791072845459,1.0
-1.0,-1.0,3.006012024048097,0.2664148807525635,1.0
1.0,-1.0,-17.11422845691383,0.19322609901428223,1.0
1.0,1.0,17.595190380761522,0.18483901023864746,2.0
1.0,-1.0,-11.342685370741483,0.3118250370025635,2.0
1.0,-1.0,-3.5671342685370746,0.4696328639984131,2.0
-1.0,-1.0,1.8036072144288582,0.22173500061035156,3.0
1.0,1.0,12.064128256513023,0.20295000076293945,1.0
-1.0,1.0,-0.6813627254509029,0.3009910583496094,3.0
1.0,-1.0,17.194388777555112,0.2806730270385742,1.0
-1.0,1.0,-14.949899799599198,0.3866560459136963,3.0
1.0,1.0,9.579158316633265,0.5979619026184082,2.0
1.0,-1.0,-5.090180360721444,0.34735989570617676,1.0
-1.0,-1.0,-4.529058116232466,0.340054988861084,2.0
1.0,1.0,3.246492985971944,0.4111149311065674,1.0
1.0,1.0,-6.693386773547095,0.47063302993774414,3.0
1.0,1.0,-11.743486973947896,0.44713282585144043,3.0
-1.0,1.0,-3.9679358717434887,0.49850916862487793,3.0
1.0,-1.0,-1.0020040080160335,0.6569998264312744,1.0
1.0,-1.0,14.789579158316634,0.26093602180480957,3.0
1.0,1.0,3.1663326653306605,0.3113839626312256,1.0
-1.0,-1.0,2.364729458917836,1.9167377948760986,2.0
